Customer Code,Recency,Frequency,Monetary,Total Quantity,R_Score,F_Score,M_Score,RFM_Score_Sum,RFM_Segment,Cluster_ID,Cluster_Name
A040,2,57,9505.8,774.0,10,1,1,12,New Customers,4,Segment 3
A041,15,6,1351.05,96.0,10,1,1,12,New Customers,4,Segment 3
A042,252,1,277.8,16.0,6,1,1,8,New Customers,4,Segment 3
A043,233,1,333.6,64.0,6,1,1,8,New Customers,4,Segment 3
A044,2,51,11722.5,746.0,10,1,1,12,New Customers,4,Segment 3
A045,2,275,143750.1,12359.0,10,1,1,12,New Customers,4,Segment 3
A046,6,11,2405.85,200.0,10,1,1,12,New Customers,4,Segment 3
A047,2,195,111047.4,10142.0,10,1,1,12,New Customers,4,Segment 3
A048,231,73,26963.25,1873.0,7,1,1,9,New Customers,4,Segment 3
A049,553,2,498.6,36.0,1,1,1,3,Lost Customers,4,Segment 3
A050,5,65,28971.3,3243.0,10,1,1,12,New Customers,4,Segment 3
A051,3,140,24284.7,2400.0,10,1,1,12,New Customers,4,Segment 3
A052,3,128,26337.3,2511.0,10,1,1,12,New Customers,4,Segment 3
A053,3,85,15959.1,1620.0,10,1,1,12,New Customers,4,Segment 3
A054,8,51,8317.2,838.0,10,1,1,12,New Customers,4,Segment 3
A055,5,123,22131.3,2078.0,10,1,1,12,New Customers,4,Segment 3
A056,5,110,17823.0,1730.0,10,1,1,12,New Customers,4,Segment 3
A057,2,15,998.9999999999999,90.0,10,1,1,12,New Customers,4,Segment 3
A058,3,54,8331.3,806.0,10,1,1,12,New Customers,4,Segment 3
A059,349,4,422.1,36.0,4,1,1,6,New Customers,4,Segment 3
A060,8,6,1301.4,88.0,10,1,1,12,New Customers,4,Segment 3
A061,6,10,2446.2,129.0,10,1,1,12,New Customers,4,Segment 3
A062,1,76,50822.4,4703.0,10,1,1,12,New Customers,4,Segment 3
A063,3,10,2579.85,351.0,10,1,1,12,New Customers,4,Segment 3
A064,52,11,2938.5,407.0,10,1,1,12,New Customers,4,Segment 3
A065,128,1,432.0,36.0,8,1,1,10,New Customers,4,Segment 3
A066,6,3,695.4,82.0,10,1,1,12,New Customers,4,Segment 3
A067,5,4,1122.15,74.0,10,1,1,12,New Customers,4,Segment 3
A068,6,7,2479.35,179.0,10,1,1,12,New Customers,4,Segment 3
A070,3,5,1789.5,133.0,10,1,1,12,New Customers,4,Segment 3
A072,9,2,378.0,24.0,10,1,1,12,New Customers,4,Segment 3
A073,3,6,849.3,66.0,10,1,1,12,New Customers,4,Segment 3
B001,17,122,23436.45,1862.0,10,1,1,12,New Customers,4,Segment 3
B002,2,65,11383.2,792.0,10,1,1,12,New Customers,4,Segment 3
B004,13,22,7270.05,486.0,10,1,1,12,New Customers,4,Segment 3
B005,2,97,24872.4,1992.0,10,1,1,12,New Customers,4,Segment 3
B006,2,135,37246.5,3126.0,10,1,1,12,New Customers,4,Segment 3
B007,90,25,11700.75,1459.0,9,1,1,11,New Customers,4,Segment 3
B008,135,13,3563.7000000000003,248.0,8,1,1,10,New Customers,4,Segment 3
B009,2,57,13400.4,1081.0,10,1,1,12,New Customers,4,Segment 3
B010,138,8,1536.3,90.0,8,1,1,10,New Customers,4,Segment 3
B011,13,21,25069.5,1230.0,10,1,1,12,New Customers,4,Segment 3
B012,16,21,7357.5,519.0,10,1,1,12,New Customers,4,Segment 3
B013,301,19,3420.0,240.0,5,1,1,7,New Customers,4,Segment 3
B015,2,53,27680.7,2324.0,10,1,1,12,New Customers,4,Segment 3
B017,492,7,1462.5,90.0,2,1,1,4,Lost Customers,4,Segment 3
B018,545,1,414.0,30.0,1,1,1,3,Lost Customers,4,Segment 3
B019,385,2,994.5,78.0,4,1,1,6,New Customers,4,Segment 3
B020,3,160,28156.8,2588.0,10,1,1,12,New Customers,4,Segment 3
B021,24,12,144873.0,7176.0,10,1,1,12,New Customers,4,Segment 3
B022,21,6,1104.3,54.0,10,1,1,12,New Customers,4,Segment 3
B023,141,15,19800.0,600.0,8,1,1,10,New Customers,4,Segment 3
B024,128,5,1213.2,87.0,8,1,1,10,New Customers,4,Segment 3
B025,55,7,3411.0,420.0,10,1,1,12,New Customers,4,Segment 3
B026,260,2,508.5,30.0,6,1,1,8,New Customers,4,Segment 3
B027,99,15,28364.4,2558.0,9,1,1,11,New Customers,4,Segment 3
B028,14,19,4011.75,326.0,10,1,1,12,New Customers,4,Segment 3
B029,6,6,12868.5,880.0,10,1,1,12,New Customers,4,Segment 3
B030,6,11,29385.0,2550.0,10,1,1,12,New Customers,4,Segment 3
B031,1,18,3714.4500000000003,223.0,10,1,1,12,New Customers,4,Segment 3
B032,44,3,720.0,60.0,10,1,1,12,New Customers,4,Segment 3
B033,2,89,20334.0,1194.0,10,1,1,12,New Customers,4,Segment 3
B035,20,2,493.2,24.0,10,1,1,12,New Customers,4,Segment 3
B036,10,5,1161.0,90.0,10,1,1,12,New Customers,4,Segment 3
B037,16,4,1437.75,99.0,10,1,1,12,New Customers,4,Segment 3
B038,19,1,360.9,24.0,10,1,1,12,New Customers,4,Segment 3
C001,1,9680,13146006.51,1746961.0,10,10,10,30,Champions,2,Segment 2
C002,9,79,18482.25,1218.0,10,1,1,12,New Customers,4,Segment 3
C003,2,193,149683.2,668.0,10,1,1,12,New Customers,4,Segment 3
C004,62,9,1555.2,108.0,9,1,1,11,New Customers,4,Segment 3
C005,3,306,81188.22,6855.0,10,1,1,12,New Customers,4,Segment 3
C006,1,284,65685.675,5001.0,10,1,1,12,New Customers,4,Segment 3
C007,12,10,1993.95,242.0,10,1,1,12,New Customers,4,Segment 3
C008,6,86,558010.8,48772.0,10,1,1,12,New Customers,5,Sub-Segment 1
C009,96,40,16249.05,1537.0,9,1,1,11,New Customers,4,Segment 3
C010,49,10,5484.15,544.0,10,1,1,12,New Customers,4,Segment 3
C011,13,30,7347.3,427.0,10,1,1,12,New Customers,4,Segment 3
C012,68,2,1044.0,120.0,9,1,1,11,New Customers,4,Segment 3
C013,29,20,4909.2,464.0,10,1,1,12,New Customers,4,Segment 3
C014,5,375,116634.3,8885.0,10,1,1,12,New Customers,4,Segment 3
C015,2,93,45369.45,3984.0,10,1,1,12,New Customers,4,Segment 3
C016,1,58,11286.6,1388.0,10,1,1,12,New Customers,4,Segment 3
C017,288,101,328861.65,25534.0,6,1,1,8,New Customers,5,Sub-Segment 1
C018,363,23,10932.300000000001,777.0,4,1,1,6,New Customers,4,Segment 3
C019,175,217,26611.5,11240.0,7,1,1,9,New Customers,4,Segment 3
C020,28,36,13332.0,404.0,10,1,1,12,New Customers,4,Segment 3
C021,3,122,13168.08,1795.0,10,1,1,12,New Customers,4,Segment 3
C022,1,174,62442.15,4525.0,10,1,1,12,New Customers,4,Segment 3
C024,29,61,13640.7,789.0,10,1,1,12,New Customers,4,Segment 3
C026,28,30,23618.7,2330.0,10,1,1,12,New Customers,4,Segment 3
C027,499,3,791.25,50.0,2,1,1,4,Lost Customers,4,Segment 3
C028,9,36,12501.3,866.0,10,1,1,12,New Customers,4,Segment 3
C029,19,31,8179.65,594.0,10,1,1,12,New Customers,4,Segment 3
C030,8,133,43662.75,5368.0,10,1,1,12,New Customers,4,Segment 3
C031,8,28,7035.6,484.0,10,1,1,12,New Customers,4,Segment 3
C032,195,20,3321.15,229.0,7,1,1,9,New Customers,4,Segment 3
C033,489,23,80496.0,10320.0,2,1,1,4,Lost Customers,4,Segment 3
C034,146,1,459.0,60.0,8,1,1,10,New Customers,4,Segment 3
C035,29,17,2956.5,153.0,10,1,1,12,New Customers,4,Segment 3
C036,16,27,4665.6,1296.0,10,1,1,12,New Customers,4,Segment 3
C038,13,7,1724.55,85.0,10,1,1,12,New Customers,4,Segment 3
C039,3,40,11327.7,831.0,10,1,1,12,New Customers,4,Segment 3
C041,6,27,6190.5,393.0,10,1,1,12,New Customers,4,Segment 3
C042,17,78,46803.0,4376.0,10,1,1,12,New Customers,4,Segment 3
C043,6,44,29346.0,2380.0,10,1,1,12,New Customers,4,Segment 3
C045,252,1,183.60000000000002,36.0,6,1,1,8,New Customers,4,Segment 3
C047,1,53,11148.0,775.0,10,1,1,12,New Customers,4,Segment 3
C048,317,35,6969.3,499.0,5,1,1,7,New Customers,4,Segment 3
C049,565,2,315.0,30.0,1,1,1,3,Lost Customers,4,Segment 3
C050,7,18,3704.4,216.0,10,1,1,12,New Customers,4,Segment 3
C051,92,14,4723.2,276.0,9,1,1,11,New Customers,4,Segment 3
C052,2,31,16287.6,1400.0,10,1,1,12,New Customers,4,Segment 3
C053,114,46,12427.95,867.0,9,1,1,11,New Customers,4,Segment 3
C054,33,9,2976.15,249.0,10,1,1,12,New Customers,4,Segment 3
C055,21,51,34790.4,3036.0,10,1,1,12,New Customers,4,Segment 3
C056,139,28,6025.5,595.0,8,1,1,10,New Customers,4,Segment 3
C057,27,27,5425.05,351.0,10,1,1,12,New Customers,4,Segment 3
C058,2,36,7611.0,925.0,10,1,1,12,New Customers,4,Segment 3
C059,180,13,3480.0,352.0,7,1,1,9,New Customers,4,Segment 3
C060,23,12,3404.4,220.0,10,1,1,12,New Customers,4,Segment 3
C061,12,14,4067.7000000000003,260.0,10,1,1,12,New Customers,4,Segment 3
C062,28,21,8897.1,406.0,10,1,1,12,New Customers,4,Segment 3
C063,1,15,4091.25,226.0,10,1,1,12,New Customers,4,Segment 3
C064,107,15,5250.3,311.0,9,1,1,11,New Customers,4,Segment 3
C065,107,9,2157.9,191.0,9,1,1,11,New Customers,4,Segment 3
C066,184,1,192.0,10.0,7,1,1,9,New Customers,4,Segment 3
C067,89,2,61.8,4.0,9,1,1,11,New Customers,4,Segment 3
C068,22,3,1172.4,112.0,10,1,1,12,New Customers,4,Segment 3
C069,26,3,571.2,32.0,10,1,1,12,New Customers,4,Segment 3
C070,23,2,417.0,21.0,10,1,1,12,New Customers,4,Segment 3
C071,1,25,5153.1,511.0,10,1,1,12,New Customers,4,Segment 3
C072,91,3,7626.0,720.0,9,1,1,11,New Customers,4,Segment 3
C073,2,23,6946.5,655.0,10,1,1,12,New Customers,4,Segment 3
C074,1,181,47506.5,2754.0,10,1,1,12,New Customers,4,Segment 3
D002,9,24,4653.3,394.0,10,1,1,12,New Customers,4,Segment 3
D003,468,21,9287.1,708.0,2,1,1,4,Lost Customers,4,Segment 3
D004,107,5,1358.7,89.0,9,1,1,11,New Customers,4,Segment 3
D005,2,41,8288.55,693.0,10,1,1,12,New Customers,4,Segment 3
D006,28,21,14184.0,660.0,10,1,1,12,New Customers,4,Segment 3
D007,28,27,6494.4,480.0,10,1,1,12,New Customers,4,Segment 3
D009,420,4,842.4,48.0,3,1,1,5,Lost Customers,4,Segment 3
D010,5,160,52824.450000000004,3687.0,10,1,1,12,New Customers,4,Segment 3
D011,106,4,785.7,51.0,9,1,1,11,New Customers,4,Segment 3
D012,7,33,8930.400000000001,634.0,10,1,1,12,New Customers,4,Segment 3
D013,6,6,1125.0,146.0,10,1,1,12,New Customers,4,Segment 3
D014,2,17,3343.5,295.0,10,1,1,12,New Customers,4,Segment 3
D015,6,3,645.9,201.0,10,1,1,12,New Customers,4,Segment 3
D016,1,55,10201.2,828.0,10,1,1,12,New Customers,4,Segment 3
D017,2,21,3801.6000000000004,1056.0,10,1,1,12,New Customers,4,Segment 3
D018,24,7,1365.3,192.0,10,1,1,12,New Customers,4,Segment 3
D019,112,2,1038.0,88.0,9,1,1,11,New Customers,4,Segment 3
D020,6,19,10236.0,710.0,10,1,1,12,New Customers,4,Segment 3
D021,3,11,3822.2999999999997,186.0,10,1,1,12,New Customers,4,Segment 3
D022,14,8,2247.0,280.0,10,1,1,12,New Customers,4,Segment 3
D023,143,1,246.6,12.0,8,1,1,10,New Customers,4,Segment 3
D024,7,16,4567.8,288.0,10,1,1,12,New Customers,4,Segment 3
D025,14,3,608.7,56.0,10,1,1,12,New Customers,4,Segment 3
D026,1,10,16374.6,1236.0,10,1,1,12,New Customers,4,Segment 3
E001,20,43,22476.6,1658.0,10,1,1,12,New Customers,4,Segment 3
E002,16,266,46302.75,2725.0,10,1,1,12,New Customers,4,Segment 3
E003,1,15,246714.0,20220.0,10,1,1,12,New Customers,4,Segment 3
E004,2,62,105256.8,39285.0,10,1,1,12,New Customers,4,Segment 3
E005,36,28,18191.25,893.0,10,1,1,12,New Customers,4,Segment 3
E007,1,45,11205.0,603.0,10,1,1,12,New Customers,4,Segment 3
E008,8,38,11808.0,690.0,10,1,1,12,New Customers,4,Segment 3
E009,511,2,411.0,21.0,2,1,1,4,Lost Customers,4,Segment 3
E010,113,42,24591.6,1212.0,9,1,1,11,New Customers,4,Segment 3
E011,216,20,7206.15,631.0,7,1,1,9,New Customers,4,Segment 3
E013,5,247,70514.4,5323.0,10,1,1,12,New Customers,4,Segment 3
E014,1,110,40621.95,2802.0,10,1,1,12,New Customers,4,Segment 3
E015,1,61,13751.85,1199.0,10,1,1,12,New Customers,4,Segment 3
E016,16,11,2242.35,116.0,10,1,1,12,New Customers,4,Segment 3
E017,29,12,2481.9,127.0,10,1,1,12,New Customers,4,Segment 3
E018,1,117,23510.55,1853.0,10,1,1,12,New Customers,4,Segment 3
E019,479,9,1535.1,120.0,2,1,1,4,Lost Customers,4,Segment 3
E020,237,5,807.0,400.0,6,1,1,8,New Customers,4,Segment 3
E021,8,33,10179.6,1099.0,10,1,1,12,New Customers,4,Segment 3
E022,12,18,3538.8,245.0,10,1,1,12,New Customers,4,Segment 3
E023,1,76,27545.7,2975.0,10,1,1,12,New Customers,4,Segment 3
E024,16,16,5055.75,601.0,10,1,1,12,New Customers,4,Segment 3
E025,42,19,17243.4,1232.0,10,1,1,12,New Customers,4,Segment 3
E026,125,4,9066.0,980.0,8,1,1,10,New Customers,4,Segment 3
E027,124,18,5403.6,456.0,8,1,1,10,New Customers,4,Segment 3
E028,5,10,7749.0,959.0,10,1,1,12,New Customers,4,Segment 3
E029,182,11,1873.8,240.0,7,1,1,9,New Customers,4,Segment 3
E030,44,12,22860.0,1882.0,10,1,1,12,New Customers,4,Segment 3
E031,202,2,426.6,36.0,7,1,1,9,New Customers,4,Segment 3
E032,231,1,240.0,80.0,7,1,1,9,New Customers,4,Segment 3
E033,22,12,2913.6,244.0,10,1,1,12,New Customers,4,Segment 3
E034,8,4,961.8,80.0,10,1,1,12,New Customers,4,Segment 3
F001,23,18,3181.8,192.0,10,1,1,12,New Customers,4,Segment 3
F002,5,213,39416.4,2892.0,10,1,1,12,New Customers,4,Segment 3
F003,21,4,1291.5,68.0,10,1,1,12,New Customers,4,Segment 3
F004,308,23,2687.55,981.0,5,1,1,7,New Customers,4,Segment 3
F006,3,161,731285.1,12512.0,10,1,1,12,New Customers,5,Sub-Segment 1
F007,2,120,149561.55,13827.0,10,1,1,12,New Customers,4,Segment 3
F008,1,118,35711.7,2831.0,10,1,1,12,New Customers,4,Segment 3
F009,91,173,29646.75,2245.0,9,1,1,11,New Customers,4,Segment 3
F010,6,110,94760.7,6698.0,10,1,1,12,New Customers,4,Segment 3
F011,8,35,9240.0,280.0,10,1,1,12,New Customers,4,Segment 3
F012,2,58,15232.5,1356.0,10,1,1,12,New Customers,4,Segment 3
F013,26,51,8943.9,1021.0,10,1,1,12,New Customers,4,Segment 3
F014,1,70,30260.1,2460.0,10,1,1,12,New Customers,4,Segment 3
F015,8,37,12222.0,1342.0,10,1,1,12,New Customers,4,Segment 3
F017,106,75,1007610.75,158470.0,9,1,1,11,New Customers,6,Sub-Segment 2
F018,408,5,1245.6,96.0,3,1,1,5,Lost Customers,4,Segment 3
F019,2,76,22363.2,4754.0,10,1,1,12,New Customers,4,Segment 3
F020,36,7,3213.45,217.0,10,1,1,12,New Customers,4,Segment 3
F021,471,6,1063.95,153.0,2,1,1,4,Lost Customers,4,Segment 3
F022,8,35,87353.25,7001.0,10,1,1,12,New Customers,4,Segment 3
F023,245,87,15822.0,2112.0,6,1,1,8,New Customers,4,Segment 3
F024,150,37,6236.1,468.0,8,1,1,10,New Customers,4,Segment 3
F026,128,19,10910.7,726.0,8,1,1,10,New Customers,4,Segment 3
F027,198,17,2912.4,204.0,7,1,1,9,New Customers,4,Segment 3
F028,378,3,628.2,63.0,4,1,1,6,New Customers,4,Segment 3
F029,547,1,189.3,14.0,1,1,1,3,Lost Customers,4,Segment 3
F030,9,76,13547.85,1072.0,10,1,1,12,New Customers,4,Segment 3
F031,463,2,33984.0,1920.0,3,1,1,5,Lost Customers,4,Segment 3
F032,423,2,45639.0,1986.0,3,1,1,5,Lost Customers,4,Segment 3
F033,149,6,11272.5,195.0,8,1,1,10,New Customers,4,Segment 3
F034,7,59,28749.3,3709.0,10,1,1,12,New Customers,4,Segment 3
F035,6,21,35730.0,3336.0,10,1,1,12,New Customers,4,Segment 3
F036,2,26,8288.4,524.0,10,1,1,12,New Customers,4,Segment 3
F037,7,40,270890.25,20892.0,10,1,1,12,New Customers,4,Segment 3
F038,50,19,39411.0,3294.0,10,1,1,12,New Customers,4,Segment 3
F039,13,23,5822.1,473.0,10,1,1,12,New Customers,4,Segment 3
F040,8,11,2554.2,198.0,10,1,1,12,New Customers,4,Segment 3
F041,7,4,705.6,48.0,10,1,1,12,New Customers,4,Segment 3
F042,85,1,246.6,24.0,9,1,1,11,New Customers,4,Segment 3
F043,6,2,651.6,48.0,10,1,1,12,New Customers,4,Segment 3
F044,5,6,1574.85,122.0,10,1,1,12,New Customers,4,Segment 3
F045,26,1,184.2,19.0,10,1,1,12,New Customers,4,Segment 3
F046,10,1,241.65,15.0,10,1,1,12,New Customers,4,Segment 3
G001,535,4,345.6,128.0,1,1,1,3,Lost Customers,4,Segment 3
G002,2,25,10210.35,772.0,10,1,1,12,New Customers,4,Segment 3
G003,1,91,23409.6,1666.0,10,1,1,12,New Customers,4,Segment 3
G004,36,21,20452.5,1770.0,10,1,1,12,New Customers,4,Segment 3
G006,86,9,2363.7,248.0,9,1,1,11,New Customers,4,Segment 3
G007,97,25,4887.0,450.0,9,1,1,11,New Customers,4,Segment 3
G008,93,20,3950.1000000000004,360.0,9,1,1,11,New Customers,4,Segment 3
G009,8,21,4892.4,330.0,10,1,1,12,New Customers,4,Segment 3
G010,2,44,11179.8,550.0,10,1,1,12,New Customers,4,Segment 3
G011,8,71,13337.4,1592.0,10,1,1,12,New Customers,4,Segment 3
G012,6,6,4495.5,582.0,10,1,1,12,New Customers,4,Segment 3
G013,91,4,1326.0,80.0,9,1,1,11,New Customers,4,Segment 3
G014,469,3,2111.3999999999996,276.0,2,1,1,4,Lost Customers,4,Segment 3
G015,355,13,3062.1,206.0,4,1,1,6,New Customers,4,Segment 3
G016,198,22,4099.8,321.0,7,1,1,9,New Customers,4,Segment 3
G017,2,107,19253.4,1541.0,10,1,1,12,New Customers,4,Segment 3
G018,17,36,8521.2,666.0,10,1,1,12,New Customers,4,Segment 3
G019,568,1,310.5,24.0,1,1,1,3,Lost Customers,4,Segment 3
G020,407,13,3241.35,169.0,3,1,1,5,Lost Customers,4,Segment 3
G021,41,51,20051.7,859.0,10,1,1,12,New Customers,4,Segment 3
G022,478,3,547.65,34.0,2,1,1,4,Lost Customers,4,Segment 3
G023,48,16,11352.0,344.0,10,1,1,12,New Customers,4,Segment 3
G024,9,18,5543.82,428.0,10,1,1,12,New Customers,4,Segment 3
G025,2,75,20139.15,1562.0,10,1,1,12,New Customers,4,Segment 3
G026,2,39,12847.5,1172.0,10,1,1,12,New Customers,4,Segment 3
G027,10,18,6830.1,472.0,10,1,1,12,New Customers,4,Segment 3
G029,2,9,1746.15,134.0,10,1,1,12,New Customers,4,Segment 3
G030,100,5,4060.8,288.0,9,1,1,11,New Customers,4,Segment 3
G031,23,6,10039.2,728.0,10,1,1,12,New Customers,4,Segment 3
G032,7,19,5181.0,157.0,10,1,1,12,New Customers,4,Segment 3
G033,62,1,246.6,12.0,9,1,1,11,New Customers,4,Segment 3
G034,7,1,270.0,18.0,10,1,1,12,New Customers,4,Segment 3
H001,27,11,2429.4,124.0,10,1,1,12,New Customers,4,Segment 3
H003,1,937,502592.7,49804.0,10,1,1,12,New Customers,5,Sub-Segment 1
H004,3,84,22282.35,1174.0,10,1,1,12,New Customers,4,Segment 3
H006,9,30,7162.2,669.0,10,1,1,12,New Customers,4,Segment 3
H007,5,26,9515.4,1887.0,10,1,1,12,New Customers,4,Segment 3
H008,35,24,6897.0,560.0,10,1,1,12,New Customers,4,Segment 3
H009,318,5,1114.5,50.0,5,1,1,7,New Customers,4,Segment 3
H010,7,13,68539.5,4758.0,10,1,1,12,New Customers,4,Segment 3
H011,149,6,3392.7,375.0,8,1,1,10,New Customers,4,Segment 3
H012,19,37,8366.4,602.0,10,1,1,12,New Customers,4,Segment 3
H014,6,59,128430.0,10530.0,10,1,1,12,New Customers,4,Segment 3
H015,29,12,2326.95,71.0,10,1,1,12,New Customers,4,Segment 3
H016,100,29,13146.0,1240.0,9,1,1,11,New Customers,4,Segment 3
H017,2,71,11060.1,837.0,10,1,1,12,New Customers,4,Segment 3
H018,5,91,21195.6,1645.0,10,1,1,12,New Customers,4,Segment 3
H019,72,5,1686.6,518.0,9,1,1,11,New Customers,4,Segment 3
H020,23,11,2523.2999999999997,144.0,10,1,1,12,New Customers,4,Segment 3
H021,35,11,14506.5,1160.0,10,1,1,12,New Customers,4,Segment 3
H023,189,1,307.8,18.0,7,1,1,9,New Customers,4,Segment 3
H024,14,10,30624.0,928.0,10,1,1,12,New Customers,4,Segment 3
H025,9,5,1233.0,60.0,10,1,1,12,New Customers,4,Segment 3
H026,10,9,1929.9,119.0,10,1,1,12,New Customers,4,Segment 3
H027,20,2,3564.0,270.0,10,1,1,12,New Customers,4,Segment 3
H028,5,1,185.85000000000002,16.0,10,1,1,12,New Customers,4,Segment 3
H029,9,1,1188.0,90.0,10,1,1,12,New Customers,4,Segment 3
H030,13,1,369.9,18.0,10,1,1,12,New Customers,4,Segment 3
I001,569,1,189.0,10.0,1,1,1,3,Lost Customers,4,Segment 3
I002,1,316,96030.45,6489.0,10,1,1,12,New Customers,4,Segment 3
I003,24,14,3106.8,1068.0,10,1,1,12,New Customers,4,Segment 3
I004,17,13,3256.2,294.0,10,1,1,12,New Customers,4,Segment 3
I005,101,18,5107.05,272.0,9,1,1,11,New Customers,4,Segment 3
I006,393,2,459.0,36.0,4,1,1,6,New Customers,4,Segment 3
I009,5,47,13875.15,945.0,10,1,1,12,New Customers,4,Segment 3
I010,7,107,46042.38,7502.0,10,1,1,12,New Customers,4,Segment 3
I011,1,28,12804.0,388.0,10,1,1,12,New Customers,4,Segment 3
I012,572,1,345.6,24.0,1,1,1,3,Lost Customers,4,Segment 3
I013,565,1,1015.2,240.0,1,1,1,3,Lost Customers,4,Segment 3
I014,314,37,54633.6,21440.0,5,1,1,7,New Customers,4,Segment 3
I015,3,33,8857.8,732.0,10,1,1,12,New Customers,4,Segment 3
I017,36,5,657.0,32.0,10,1,1,12,New Customers,4,Segment 3
J001,13,43,7632.6,531.0,10,1,1,12,New Customers,4,Segment 3
J002,3,31,6720.15,518.0,10,1,1,12,New Customers,4,Segment 3
J003,20,23,4957.05,258.0,10,1,1,12,New Customers,4,Segment 3
J004,2,54,12514.8,927.0,10,1,1,12,New Customers,4,Segment 3
J006,13,20,7873.5,521.0,10,1,1,12,New Customers,4,Segment 3
J007,17,701,152639.7,10561.0,10,1,1,12,New Customers,4,Segment 3
J008,486,1,183.6,24.0,2,1,1,4,Lost Customers,4,Segment 3
J009,542,1,237.3,16.0,1,1,1,3,Lost Customers,4,Segment 3
J010,6,32,9477.3,638.0,10,1,1,12,New Customers,4,Segment 3
J011,15,23,4894.2,268.0,10,1,1,12,New Customers,4,Segment 3
J012,1,263,96088.5,12283.0,10,1,1,12,New Customers,4,Segment 3
J013,13,53,54877.5,1990.0,10,1,1,12,New Customers,4,Segment 3
J014,439,6,1022.4,144.0,3,1,1,5,Lost Customers,4,Segment 3
J015,5,89,16118.25,945.0,10,1,1,12,New Customers,4,Segment 3
J016,6,34,489375.0,31900.0,10,1,1,12,New Customers,5,Sub-Segment 1
J017,8,50,8913.9,1105.0,10,1,1,12,New Customers,4,Segment 3
J018,9,57,14609.7,4826.0,10,1,1,12,New Customers,4,Segment 3
J020,2,338,70953.0,4160.0,10,1,1,12,New Customers,4,Segment 3
J021,147,9,1869.9,96.0,8,1,1,10,New Customers,4,Segment 3
J023,70,120,66055.8,4627.0,9,1,1,11,New Customers,4,Segment 3
J024,50,18,7294.8,488.0,10,1,1,12,New Customers,4,Segment 3
J025,292,4,961.8,58.0,5,1,1,7,New Customers,4,Segment 3
J026,43,1,237.45,27.0,10,1,1,12,New Customers,4,Segment 3
J027,574,1,294.3,18.0,1,1,1,3,Lost Customers,4,Segment 3
J029,1,76,16233.0,1364.0,10,1,1,12,New Customers,4,Segment 3
J030,380,20,7658.7,795.0,4,1,1,6,New Customers,4,Segment 3
J031,20,48,65721.45,4930.0,10,1,1,12,New Customers,4,Segment 3
J032,23,74,13287.9,1012.0,10,1,1,12,New Customers,4,Segment 3
J033,51,10,3897.6,320.0,10,1,1,12,New Customers,4,Segment 3
J034,223,10,2637.75,211.0,7,1,1,9,New Customers,4,Segment 3
J036,1,81,21242.7,1644.0,10,1,1,12,New Customers,4,Segment 3
J037,9,29,15077.85,1008.0,10,1,1,12,New Customers,4,Segment 3
J038,113,2,378.0,180.0,9,1,1,11,New Customers,4,Segment 3
J039,62,26,19544.7,803.0,9,1,1,11,New Customers,4,Segment 3
J040,1,17,4361.4,352.0,10,1,1,12,New Customers,4,Segment 3
J041,28,7,1051.8,76.0,10,1,1,12,New Customers,4,Segment 3
J042,1,22,5251.2,312.0,10,1,1,12,New Customers,4,Segment 3
J043,2,30,6867.9,588.0,10,1,1,12,New Customers,4,Segment 3
J044,42,4,1410.15,115.0,10,1,1,12,New Customers,4,Segment 3
J045,59,3,1074.6,60.0,9,1,1,11,New Customers,4,Segment 3
J046,9,9,1490.3999999999999,108.0,10,1,1,12,New Customers,4,Segment 3
J047,2,5,1317.0,80.0,10,1,1,12,New Customers,4,Segment 3
J048,3,4,982.8,84.0,10,1,1,12,New Customers,4,Segment 3
J049,2,4,1087.8,88.0,10,1,1,12,New Customers,4,Segment 3
J050,1,2,763.2,48.0,10,1,1,12,New Customers,4,Segment 3
K004,12,87,26848.2,1602.0,10,1,1,12,New Customers,4,Segment 3
K005,16,21,4326.0,2060.0,10,1,1,12,New Customers,4,Segment 3
K007,104,20,7818.0,861.0,9,1,1,11,New Customers,4,Segment 3
K008,87,14,2886.75,176.0,9,1,1,11,New Customers,4,Segment 3
K009,112,20,4600.8,360.0,9,1,1,11,New Customers,4,Segment 3
K010,338,16,3324.15,303.0,5,1,1,7,New Customers,4,Segment 3
K011,7,36,23236.8,1778.0,10,1,1,12,New Customers,4,Segment 3
K013,296,2,396.45,33.0,5,1,1,7,New Customers,4,Segment 3
K014,49,52,14748.3,984.0,10,1,1,12,New Customers,4,Segment 3
K015,37,11,1918.8,132.0,10,1,1,12,New Customers,4,Segment 3
K016,405,1,234.75,17.0,4,1,1,6,New Customers,4,Segment 3
K017,6,63,13480.65,1455.0,10,1,1,12,New Customers,4,Segment 3
K018,528,2,691.5,26.0,1,1,1,3,Lost Customers,4,Segment 3
K019,1,60,20654.25,1607.0,10,1,1,12,New Customers,4,Segment 3
K020,1,13,4013.4,223.0,10,1,1,12,New Customers,4,Segment 3
K021,48,6,1616.4,156.0,10,1,1,12,New Customers,4,Segment 3
K022,2,15,2923.5,223.0,10,1,1,12,New Customers,4,Segment 3
K023,156,1,420.0,10.0,8,1,1,10,New Customers,4,Segment 3
K024,45,2,365.4,28.0,10,1,1,12,New Customers,4,Segment 3
K025,23,5,1244.7,108.0,10,1,1,12,New Customers,4,Segment 3
K026,1,6,2491.8,278.0,10,1,1,12,New Customers,4,Segment 3
